UNG	"carbetocin,0.95979"	"glibenclamide,0.95756"	"NF-449,0.94434"	"PD-158780,0.94188"	"ARG-CSC-91,0.94019"	"alda-1,0.93482"	"7-nitroindazole,0.93206"	"RS-I-002-6,0.91642"	"ivachtin,0.91352"	"BRD-K56196992,0.90973"	"oligomycin-a,0.9073"	"curcumin,0.9073"	"JTE-907,0.90582"	"CI-976,0.90531"	"IRL-2500,0.9025"	"PD-98059,0.90077"	"CHEMBL-1222381,0.89955"	"BRD-A09984573,0.89755"	"BRD-K76236182,0.89405"	"ASN-05257430,0.89339"
VRK1	"avicin-g,0.97592"	"staurosporine,0.9726"	"BRD-A18411371,0.96844"	"oxetane,0.96668"	"BRD-K78062244,0.9611"	"BRD-U86222656,0.95705"	"cymarin,0.95294"	"K784-3188,0.95232"	"cyclopamine,0.95171"	"BRD-A68065211,0.95036"	"JNJ-7706621,0.94512"	"BG-FA-0953,0.94193"	"BRD-K06765193,0.9383"	"BRD-A37735495,0.93604"	"staurosporine,0.93597"	"camptothecin,0.92678"	"LDN-193189,0.9154"	"SU-11652,0.91178"	"selamectin,0.90948"	"dichlorobenzamil,0.90865"
VRK2	"BRD-K78385490,0.97955"	"BRD-A68065211,0.97299"	"bortezomib,0.97145"	"BRD-K60870698,0.97145"	"suloctidil,0.96859"	"FCCP,0.9669"	"cucurbitacin-i,0.9626"	"SA-25547,0.9571"	"VU-0418946-1,0.95706"	"NSC-632839,0.95581"	"BRD-A18725729,0.95572"	"tyrphostin-A9,0.95528"	"BRD-K06765193,0.955"	"I-070759,0.95488"	"amsacrine,0.95389"	"COT-10b,0.95379"	"JLK-6,0.95188"	"CD-437,0.95014"	"CD-1530,0.94777"	"VU-0418939-2,0.94752"
VRK3	"BRD-K40329609,0.97274"	"BRD-K44366801,0.96113"	"brefeldin-a,0.95171"	"belinostat,0.94249"	"phenoxazine,0.9418"	"KM-00927,0.94049"	"brefeldin-a,0.93768"	"ellipticine,0.93703"	"selumetinib,0.93662"	"trichostatin-a,0.93318"	"BRD-K24346336,0.92869"	"BRD-K51556300,0.92714"	"F-1566-0341,0.9263"	"BRD-K19166598,0.92573"	"BRD-K24156250,0.92433"	"HC-toxin,0.92327"	"cyclopiazonic-acid,0.92048"	"HG-5-113-01,0.91532"	"MD-II-008-P,0.91369"	"THM-I-94,0.91172"
VTI1A	"mevastatin,0.9359"	"everolimus,0.93308"	"EI-231,0.93126"	"NVP-TAE684,0.93066"	"mocetinostat,0.92693"	"BRD-K74155249,0.92187"	"staurosporine,0.91918"	"BRD-K23841751,0.91009"	"5-iodotubercidin,0.9062"	"HG-5-113-01,0.90271"	"tibolone,0.90194"	"flunisolide,0.89903"	"EI-247,0.89608"	"CHEMBL-399379,0.89523"	"genistein,0.89506"	"LDN-193189,0.89306"	"SID-26681509,0.89182"	"BRD-K09661167,0.89106"	"HG-5-88-01,0.8865"	"obatoclax,0.886"
WARS	"HC-toxin,0.96809"	"AG-957,0.95647"	"aloisine,0.94874"	"K3644,0.9357"	"selumetinib,0.93258"	"avicin-g,0.93198"	"JLK-6,0.93185"	"trichostatin-a,0.92956"	"belinostat,0.92873"	"BRD-K58479490,0.9284"	"BRD-K44366801,0.9276"	"BRD-K99502566,0.92735"	"MLN-2238,0.92693"	"ZK-164015,0.92671"	"methylene-blue,0.92484"	"NSC-3852,0.92307"	"KM-00927,0.91778"	"vorinostat,0.91728"	"verrucarin-a,0.91216"	"parthenolide,0.90973"
WARS2	"oxetane,0.99737"	"SA-25547,0.98273"	"RS-I-002-6,0.98171"	"K784-3188,0.98002"	"ST-4029573,0.97976"	"BRD-K62459624,0.9781"	"avicin-g,0.97772"	"curcumin,0.97695"	"staurosporine,0.97594"	"MD-II-008-P,0.97561"	"MD-II-051,0.97489"	"BRD-A37735495,0.97478"	"BRD-A36275421,0.96998"	"avicin-d,0.9682"	"staurosporine,0.96766"	"F-1566-0341,0.96618"	"calmidazolium,0.96531"	"YM-155,0.96295"	"YM-155,0.9628"	"BRD-K56411643,0.96212"
WASF3	"afatinib,0.95334"	"BRD-K72451865,0.95186"	"FK-866,0.95087"	"navitoclax,0.94917"	"NFKB-activation-inhibitor-II,0.93296"	"SD-6-035-A6,0.93273"	"rilmenidine,0.92324"	"BRD-A49848186,0.92273"	"BRD-K50776152,0.91653"	"SJ-172550,0.91526"	"necrostatin-1,0.90947"	"GSK-0660,0.90817"	"lenalidomide,0.90706"	"valproic-acid,0.905"	"AS-605240,0.9045"	"saracatinib,0.90304"	"BRL-15572,0.89714"	"PD-158780,0.89693"	"inhibitor-BEC,0.89463"	"BRD-K40758391,0.89028"
WDR6	"TW-37,0.95712"	"gemcitabine,0.94076"	"SA-1478088,0.9333"	"F-1566-0341,0.93325"	"BRD-K58479490,0.93158"	"irinotecan,0.92377"	"puromycin,0.92358"	"CD-437,0.92262"	"cucurbitacin-i,0.91943"	"AG-592,0.91112"	"cucurbitacin-i,0.90904"	"puromycin,0.89892"	"amsacrine,0.89739"	"pyrvinium-pamoate,0.89631"	"AKT-inhibitor-IV,0.89361"	"NSC-632839,0.88997"	"BRD-K80786583,0.88839"	"JW-7-24-1,0.88467"	"salermide,0.88245"	"NSC-632839,0.88199"
WDR61	"MLN-2238,0.95293"	"ouabain,0.94373"	"BI-2536,0.92502"	"MG-132,0.92114"	"anisomycin,0.91334"	"MD-II-008-P,0.90946"	"TG-101348,0.90795"	"PK-11195,0.89915"	"teniposide,0.89641"	"THM-I-94,0.89622"	"K784-3187,0.89439"	"BNTX,0.89354"	"arachidonyl-trifluoro-methane,0.89352"	"trichostatin-a,0.89129"	"quiflapon,0.88772"	"BRD-K78385490,0.88752"	"vorinostat,0.88472"	"merck-ketone,0.88074"	"NSC-632839,0.87645"	"trichostatin-a,0.87388"
WDR67	"oxetane,0.97061"	"CD-437,0.96728"	"selamectin,0.942"	"midostaurin,0.93399"	"BRD-K01614657,0.93183"	"cucurbitacin-i,0.91607"	"brefeldin-a,0.91555"	"BRD-K60870698,0.91189"	"BRD-K44242139,0.91035"	"PI-828,0.90915"	"KUC111774N,0.90897"	"avicin-g,0.90812"	"staurosporine,0.90675"	"amsacrine,0.9017"	"CD-1530,0.89733"	"K784-3188,0.8948"	"EMF-bca1-16,0.89376"	"ursolic-acid,0.8928"	"SN-38,0.89049"	"FCCP,0.88772"
WDR7	"STK-249718,0.88306"	"BRD-K08878345,0.86103"	"rolipram,0.85417"	"dephostatin,0.84591"	"ARG-CSC-91,0.84518"	"BRD-K90999434,0.83282"	"BRD-K53610452,0.82988"	"M2-PK-activator,0.82835"	"indolophenanthridine,0.82644"	"blebbistatin,0.8181"	"BRD-K86027709,0.81071"	"BRD-K31856043,0.80593"	"BRD-K40846327,0.80555"	"BRD-K35638681,0.80076"	"verapamil,0.79803"	"dexamethasone,0.79606"	"STK-397047,0.79561"	"buphenine,0.78993"	"erismodegib,0.78802"	"pyroxamide,0.78767"
WDTC1	"JLK-6,0.90338"	"avicin-d,0.88512"	"BRD-A37735495,0.87029"	"avicin-g,0.85975"	"BRD-U86222656,0.83981"	"MW-A1-12,0.83537"	"K784-3131,0.8216"	"afatinib,0.81706"	"fasudil,0.81254"	"digitoxigenin,0.81068"	"NSC-632839,0.80901"	"YK-4279,0.80836"	"emetine,0.80504"	"chaetocin,0.8046"	"K784-3188,0.80343"	"GR-127935,0.80335"	"ruxolitinib,0.80111"	"apigenin,0.79937"	"QL-XII-47,0.79112"	"MST-312,0.78889"
WEE1	"NSC-632839,0.93177"	"7b-cis,0.93125"	"BRD-K88198340,0.91832"	"BRD-A18725729,0.91445"	"clofarabine,0.91335"	"PP-110,0.90881"	"BRD-K73008154,0.90854"	"BRD-K80786583,0.90749"	"BRD-K62459624,0.90394"	"etoposide,0.90269"	"PD-102807,0.8967"	"cytochalasin-b,0.89426"	"purvalanol-a,0.89415"	"nutlin-3,0.8914"	"irinotecan,0.89099"	"cucurbitacin-i,0.88947"	"COT-10b,0.889"	"BRD-K97972722,0.88123"	"MAZ-51,0.88027"	"BRD-K44366801,0.88009"
WFDC2	"VU-0410183-2,0.97719"	"BRD-K08307026,0.96355"	"BRD-K92317137,0.96081"	"anisomycin,0.95999"	"BRD-K80786583,0.95873"	"narciclasine,0.95792"	"BRD-K61717269,0.95464"	"VU-0418934-2,0.95322"	"BRD-K35638681,0.9494"	"BRD-K48950795,0.94569"	"VU-0418947-2,0.94491"	"BRD-K78385490,0.94479"	"BRD-K05153001,0.94363"	"YM-155,0.94098"	"proscillaridin,0.93782"	"BRD-K60870698,0.93646"	"VU-0418946-1,0.93046"	"AG-592,0.92935"	"VU-0418939-2,0.927"	"VU-0418933-1,0.92692"
WFS1	"BRD-K51683034,0.98432"	"atorvastatin,0.96509"	"pindolol,0.95482"	"ON-01910,0.94427"	"loxapine,0.94393"	"BRD-K53592093,0.94163"	"BRD-A96272097,0.94156"	"TW-37,0.93217"	"ST-4028268,0.92932"	"HG-5-88-01,0.917"	"ergocornine,0.91443"	"vardenafil,0.91378"	"dihydrorobustic-acid,0.90487"	"clofarabine,0.90461"	"SJ-172550,0.9031"	"gossypol,0.90076"	"ALW-II-49-7,0.90051"	"BRD-K16057611,0.89824"	"AS-605240,0.89818"	"lasalocid,0.89559"
WHSC1	"K784-3188,0.98009"	"manumycin-a,0.95831"	"BRD-A37735495,0.95029"	"ST-4029573,0.94629"	"manumycin-a,0.94375"	"BRD-A36275421,0.94073"	"avicin-d,0.93862"	"BRD-A68065211,0.93811"	"oxetane,0.93773"	"phorbol-12-myristate-13-acetate,0.93673"	"RS-I-002-6,0.93427"	"BAY-11-7821,0.93354"	"BRD-K56411643,0.92961"	"chaetocin,0.9283"	"CT-200783,0.92455"	"selamectin,0.91942"	"avicin-g,0.91577"	"BRD-K36354764,0.91548"	"BRD-K92317137,0.91493"	"BRD-A58924247,0.91264"
WIPF2	"VU-0418934-2,0.97143"	"cephaeline,0.97077"	"anisomycin,0.96704"	"homoharringtonine,0.96701"	"homoharringtonine,0.96669"	"VU-0410183-2,0.96054"	"emetine,0.96011"	"proscillaridin,0.95951"	"SN-38,0.95874"	"narciclasine,0.95645"	"amsacrine,0.9538"	"emetine,0.94838"	"tyrphostin-AG-126,0.94805"	"emetine,0.94522"	"verrucarin-a,0.94201"	"cycloheximide,0.94102"	"digitoxin,0.93883"	"calpeptin,0.93835"	"BRD-K53932786,0.93622"	"CYT-997,0.93619"
WNT1	"BRD-K61001510,0.97154"	"ouabain,0.96755"	"wortmannin,0.96394"	"staurosporine,0.95835"	"RS-17053,0.95308"	"AT-7519,0.95131"	"5-iodotubercidin,0.94872"	"BRD-U86222656,0.94492"	"digoxin,0.93937"	"KU-0063794,0.93392"	"A-443644,0.93103"	"BRD-K26304855,0.93098"	"alvocidib,0.9295"	"BRD-K58479490,0.92772"	"BRD-K28916077,0.92653"	"epitestosterone,0.92566"	"periplocymarin,0.92542"	"PF-562271,0.92163"	"YM-155,0.9216"	"BRD-K83670234,0.92075"
WNT10B	"ouabain,0.96805"	"BRD-K78385490,0.96713"	"phorbol-12-myristate-13-acetate,0.96501"	"ingenol,0.95493"	"BRD-K61717269,0.95113"	"CYT-997,0.94612"	"amsacrine,0.93908"	"BRD-K72615639,0.93609"	"triciribine,0.93436"	"BRD-K55844427,0.92942"	"puromycin,0.92701"	"BRD-K52321331,0.92644"	"nilotinib,0.92389"	"CGP-71683,0.91654"	"ouabain,0.91319"	"BRD-K01614657,0.91238"	"tegaserod,0.91147"	"prostratin,0.90725"	"ursolic-acid,0.90714"	"vincristine,0.90647"
WNT11	"thiotepa,0.96356"	"BRD-K04156788,0.95322"	"BRD-A09984573,0.94136"	"BRD-K96167523,0.93994"	"BRD-K51683034,0.93735"	"carbinoxamine,0.93351"	"BRD-K16057611,0.93345"	"BRD-K53592093,0.92991"	"HG-5-88-01,0.9292"	"phenacetin,0.9196"	"R-96544,0.91795"	"ivachtin,0.91404"	"carbetocin,0.91317"	"BRD-K72451865,0.9129"	"ALW-II-49-7,0.90395"	"necrostatin-1,0.90314"	"MEK1-2-inhibitor,0.90313"	"colforsin,0.90245"	"verapamil,0.89782"	"fluoropyruvate,0.89699"
WNT5A	"tunicamycin,0.97403"	"sorafenib,0.96144"	"amsacrine,0.95946"	"BRD-A68065211,0.94371"	"BRD-K18163752,0.94358"	"KB-R7943,0.93852"	"AG-592,0.93189"	"PD-198306,0.93115"	"BRD-K99582188,0.93021"	"SA-25547,0.92896"	"BRD-K58479490,0.9247"	"BRD-K21064560,0.9244"	"penfluridol,0.92245"	"cucurbitacin-i,0.92227"	"BRD-K00313977,0.91586"	"lestaurtinib,0.91524"	"BRD-K58288048,0.91463"	"BRD-K80786583,0.91331"	"idarubicin,0.91165"	"KU-C104491,0.90723"
WNT7B	"cycloheximide,0.9734"	"cephaeline,0.96838"	"cycloheximide,0.9573"	"digoxin,0.95257"	"AG-592,0.95135"	"bufalin,0.94921"	"digoxin,0.94798"	"BRD-K44366801,0.94524"	"homoharringtonine,0.94465"	"BRD-A47816767,0.94094"	"periplocymarin,0.9389"	"BRD-K60870698,0.93684"	"VU-0410183-2,0.93546"	"CHEMBL-1222381,0.93451"	"SA-25547,0.93405"	"narciclasine,0.93026"	"BRD-K72615639,0.92973"	"NSC-632839,0.92936"	"ST-4029573,0.92911"	"ouabain,0.92768"
WNT9A	"M2-PK-activator,0.95319"	"KU-C103871,0.93065"	"kinetin-riboside,0.92948"	"orantinib,0.92927"	"fluoropyruvate,0.92874"	"LFM-A13,0.92802"	"alda-1,0.9245"	"triciribine,0.92257"	"SJ-172550,0.92015"	"epigallocatechin,0.91853"	"menadione,0.91283"	"probenecid,0.90974"	"BRD-K23149109,0.9095"	"PU-H71,0.90916"	"cyclopiazonic-acid,0.90609"	"BRD-K61001510,0.90537"	"PT-630,0.90368"	"rucaparib,0.90237"	"ivachtin,0.9022"	"BRD-K27169919,0.90129"
WNT9B	"sitagliptin,0.94108"	"AS-605240,0.93952"	"BRD-K36772364,0.92252"	"AC-55649,0.91796"	"genipin,0.91472"	"F-1566-0341,0.9112"	"BRD-K93578426,0.90878"	"eugenol,0.90539"	"BRD-K92980438,0.90444"	"ropinirole,0.90256"	"H-9,0.90127"	"BRD-K33586157,0.90059"	"BRD-A09984573,0.89935"	"taxifolin,0.89874"	"BRD-K61053657,0.89745"	"BRD-K79511609,0.89712"	"R-96544,0.89629"	"MLN-4924,0.8954"	"BRD-K58547240,0.893"	"PT-630,0.89184"
WRB	"BRD-K76236182,0.8878"	"arachidonyl-trifluoro-methane,0.84155"	"SID-26681509,0.83583"	"BRD-K78062244,0.83207"	"digoxin,0.82821"	"BRD-K45114207,0.82467"	"crizotinib,0.82105"	"SCH-79797,0.82035"	"BRD-K62970326,0.82026"	"RS-17053,0.8193"	"BRD-K76938712,0.81868"	"fluoxetine,0.81112"	"clobetasol,0.81032"	"parthenolide,0.80926"	"lylamine,0.80281"	"triclosan,0.8007"	"BMS-641988,0.79971"	"BRD-K35832492,0.78784"	"TL-HRAS-24,0.78296"	"BRD-K64304398,0.78294"
WRN	"oxetane,0.98503"	"BRD-K86574132,0.97461"	"cercosporin,0.97181"	"penfluridol,0.97141"	"cucurbitacin-i,0.96884"	"amsacrine,0.96777"	"COT-10b,0.96593"	"selamectin,0.96443"	"BRD-K80786583,0.9618"	"PAC-1,0.95804"	"avicin-g,0.95733"	"salermide,0.95689"	"CGK-733,0.95618"	"PF-750,0.95567"	"staurosporine,0.9553"	"cucurbitacin-i,0.95332"	"rhodomyrtoxin-b,0.95186"	"CHEMBL-399379,0.94775"	"BG-FA-0953,0.94526"	"SU-11652,0.94454"
WT1	"selumetinib,0.98507"	"puromycin,0.98474"	"AS-605240,0.97422"	"PD-198306,0.96361"	"sorafenib,0.94874"	"LFM-A13,0.94693"	"puromycin,0.9384"	"CGK-733,0.93711"	"tyrphostin-A9,0.93533"	"triciribine,0.93485"	"betamethasone,0.92746"	"JW-7-24-1,0.92261"	"withaferin-a,0.91983"	"AZ-628,0.91955"	"proscillaridin,0.91597"	"SA-792987,0.91541"	"fludroxycortide,0.91505"	"malonoben,0.91254"	"CCCP,0.91213"	"I-070759,0.91098"
WTAP	"HG-5-113-01,0.97162"	"pitavastatin,0.96916"	"THZ-2-98-01,0.96417"	"BRD-K09661167,0.96143"	"CD-1530,0.95718"	"oxetane,0.95587"	"avicin-g,0.95538"	"PIK-75,0.95304"	"irinotecan,0.9481"	"importazole,0.94103"	"ispinesib,0.94062"	"I-606061,0.93932"	"BRD-K06765193,0.9366"	"BRD-K88198340,0.93609"	"avicin-d,0.9335"	"cerulenin,0.93295"	"BRD-K29003210,0.93174"	"prostratin,0.92461"	"SN-38,0.92182"	"MBCQ,0.92159"
WWOX	"oxetane,0.99181"	"avicin-g,0.98464"	"avicin-d,0.97144"	"auranofin,0.96011"	"5-iodotubercidin,0.94342"	"SU-11652,0.93788"	"KUC111774N,0.93643"	"staurosporine,0.93638"	"staurosporine,0.93258"	"selamectin,0.93244"	"ST-4029573,0.93072"	"JNJ-7706621,0.93062"	"fludarabine,0.92316"	"daunorubicin,0.90497"	"BRD-U86222656,0.90097"	"COL-3,0.8982"	"BRD-A36275421,0.8975"	"BRD-K62459624,0.89729"	"TL-HRAS-61,0.8871"	"alvocidib,0.88637"
WWTR1	"BX-795,0.94982"	"alvocidib,0.9455"	"AMG-9810,0.93636"	"doxorubicin,0.93163"	"BRD-A06276885,0.92794"	"eriodictyol,0.9253"	"fludarabine,0.91677"	"5-nonyloxytryptamine,0.91668"	"BRD-K33045404,0.91392"	"olaparib,0.91113"	"TGX-221,0.90995"	"blebbistatin,0.90479"	"inhibitor-BEC,0.90457"	"GSK-461364,0.90388"	"LFM-A13,0.9029"	"thioridazine,0.90143"	"XAV-939,0.89834"	"pidorubicine,0.8955"	"SA-247714,0.89541"	"hinokitiol,0.89522"
XBP1	"BRD-K80786583,0.99011"	"BRD-K60870698,0.98734"	"cucurbitacin-i,0.98126"	"RO-28-1675,0.98101"	"BRD-K78385490,0.97756"	"BRD-K19166598,0.97751"	"phorbol-12-myristate-13-acetate,0.97562"	"BRD-K66884694,0.96998"	"cytochalasin-d,0.96967"	"BRD-K44366801,0.96662"	"BRD-K92317137,0.96645"	"VU-0410183-2,0.96348"	"DG-041,0.96312"	"obatoclax,0.96086"	"gossypol,0.95944"	"BRD-A40431293,0.95844"	"NSC-632839,0.95816"	"BRD-K37940862,0.95797"	"BRD-K18163752,0.95768"	"F-1566-0341,0.95554"
XK	"16,16-dimethylprostaglandin-e2,0.97975"	"aloisine,0.96668"	"BRD-K73304092,0.95589"	"SB-216763,0.94106"	"BRD-K44366801,0.92252"	"palbociclib,0.91268"	"BMS-641988,0.91204"	"thiotepa,0.9097"	"BRD-K42687792,0.90625"	"SU-11274,0.90528"	"NFKB-activation-inhibitor-II,0.90408"	"dexamethasone,0.90338"	"BRD-K58479490,0.90266"	"necrostatin-1,0.89964"	"caffeic-acid,0.89933"	"BRD-K18163752,0.89891"	"lasalocid,0.89835"	"CCCP,0.89429"	"ouabain,0.89307"	"brefeldin-a,0.88858"
XPC	"BRD-K99502566,0.9137"	"M2-PK-activator,0.86599"	"benzoxiquine,0.86461"	"berbamine,0.85277"	"sirolimus,0.83365"	"withaferin-a,0.82634"	"16,16-dimethylprostaglandin-e2,0.80549"	"tyrphostin-AG-555,0.80311"	"loperamide,0.7987"	"BRD-K48950795,0.79379"	"sirolimus,0.79204"	"dasatinib,0.78335"	"BRD-K33045404,0.77813"	"triciribine,0.77352"	"selumetinib,0.76586"	"BAY-11-7821,0.76237"	"BRD-K97534490,0.75656"	"RHO-kinase-inhibitor-III[rockout],0.75172"	"7b-cis,0.75096"	"BRD-K45205755,0.74839"
XPNPEP1	"K784-3188,0.97554"	"obatoclax,0.97059"	"cucurbitacin-i,0.96624"	"CCCP,0.96622"	"NSC-632839,0.96532"	"kinetin-riboside,0.965"	"SA-25547,0.96429"	"SCH-79797,0.96378"	"IKK-2-inhibitor-V,0.96364"	"VU-0418946-1,0.96044"	"tosedostat,0.95666"	"niclosamide,0.95598"	"tigecycline,0.95589"	"selamectin,0.95525"	"ingenol,0.95511"	"BRD-K01614657,0.953"	"BRD-K23319301,0.95271"	"cucurbitacin-i,0.95216"	"BRD-K80786583,0.95173"	"CGK-733,0.95169"
XPNPEP3	"fostamatinib,0.97571"	"oxetane,0.96775"	"daunorubicin,0.96313"	"amsacrine,0.96125"	"fludarabine,0.95883"	"PD-184352,0.95504"	"afatinib,0.9539"	"staurosporine,0.95304"	"amodiaquine,0.9474"	"cytochalasin-b,0.94688"	"pizotifen,0.94365"	"PI-103,0.94243"	"AZD-8055,0.93763"	"CGP-60474,0.93695"	"CP466722,0.93469"	"erythrosine,0.93206"	"doxorubicin,0.93093"	"avicin-g,0.93056"	"alvocidib,0.92574"	"enrofloxacin,0.92518"
XPO7	"saracatinib,0.91384"	"fluphenazine,0.86436"	"JWE-035,0.85074"	"bosutinib,0.84325"	"10-DEBC,0.82955"	"raloxifene,0.82815"	"BRD-K90999434,0.82378"	"tozasertib,0.82299"	"thioridazine,0.81181"	"BRD-K48950795,0.81163"	"5-nonyloxytryptamine,0.80358"	"simvastatin,0.79611"	"RHO-kinase-inhibitor-III[rockout],0.78362"	"BRD-K19181733,0.7816"	"HC-toxin,0.77496"	"MW-STK33-2B,0.71913"	"PP-110,0.7178"	"lovastatin,0.71151"	"XMD-1185H,0.7072"	"clomifene,0.70603"
XPR1	"diazoxide,0.98627"	"JAK3-Inhibitor-II,0.96741"	"withaferin-a,0.93362"	"BRD-K49061529,0.93356"	"AZ-628,0.92732"	"BRD-K11260407,0.91955"	"BRD-K45114207,0.91392"	"afatinib,0.90896"	"dichlorobenzamil,0.90343"	"BRD-K61001510,0.896"	"BRD-K19499941,0.89556"	"BRD-K19166598,0.89428"	"neratinib,0.89294"	"IKK-inhibitor-X,0.89228"	"BRD-K90999434,0.89058"	"ispinesib,0.89035"	"BRD-K68313733,0.88965"	"BRD-K96167523,0.88803"	"BRD-K80094086,0.88316"	"evodiamine,0.87971"
XRCC4	"cytosporone-b,0.97918"	"BRD-K92980438,0.97613"	"SJ-172550,0.96651"	"BRD-K59036917,0.96583"	"ARG-CSC-91,0.95774"	"perindopril,0.95457"	"alda-1,0.95417"	"BRD-K11671649,0.95243"	"n-(3-acetamidophenyl)-3-chlorobenzamide,0.94833"	"NF-449,0.94762"	"melperone,0.94723"	"oligomycin-a,0.9472"	"BRD-K15107389,0.94616"	"amcinonide,0.94102"	"PD-98059,0.93316"	"carbamazepine,0.93162"	"phenothiazine,0.93089"	"CG-930,0.92897"	"AC-55649,0.92801"	"BMS-191011,0.92368"
XRCC5	"staurosporine,0.94369"	"oxetane,0.94016"	"BRD-K40300908,0.93813"	"JNJ-7706621,0.93603"	"MDL-29951,0.932"	"KUC111774N,0.93152"	"5-iodotubercidin,0.92378"	"BRD-K77681376,0.92261"	"AG-592,0.92176"	"BRD-K51556300,0.91996"	"PD-198306,0.91973"	"rottlerin,0.91898"	"IKK-16,0.91371"	"sulconazole,0.91226"	"BRD-K85266146,0.91"	"mitomycin-c,0.9084"	"wortmannin,0.90692"	"camptothecin,0.90615"	"BRD-A09984573,0.90587"	"necrostatin-1,0.90189"
XRCC6	"BRD-K61776140,0.92509"	"LFM-A13,0.90003"	"palbociclib,0.89047"	"SCH-23390,0.88683"	"BRD-K71935468,0.88285"	"amsacrine,0.87834"	"tretinoin,0.87478"	"homoharringtonine,0.8674"	"PD-0325901,0.86619"	"BRD-K58347372,0.86208"	"rhamnetin,0.85598"	"selamectin,0.85356"	"RO-28-1675,0.85336"	"avicin-d,0.85278"	"toremifene,0.84319"	"XMD-1185H,0.84273"	"necrostatin-1,0.83568"	"inhibitor-BEC,0.83225"	"prostaglandin-a1,0.83148"	"taxifolin,0.83041"
YAP1	"BMS-754807,0.96499"	"valdecoxib,0.96498"	"DL-PDMP,0.95899"	"wortmannin,0.94856"	"wortmannin,0.94809"	"wortmannin,0.93995"	"GDC-0941,0.93773"	"TGX-115,0.93576"	"VAMA-37,0.92817"	"temsirolimus,0.92784"	"MK-2206,0.92712"	"cytochalasin-b,0.92469"	"NVP-BEZ235,0.92451"	"phorbol-12-myristate-13-acetate,0.92418"	"BRD-K89692698,0.92388"	"HG-5-88-01,0.92085"	"AZD-8055,0.91467"	"KU-0063794,0.90325"	"BRD-K74461819,0.90164"	"BMS-536924,0.8991"
YBX1	"ON-01910,0.96345"	"pindolol,0.95368"	"SA-247714,0.94086"	"loxapine,0.92764"	"BRD-K79511609,0.92081"	"SJ-172550,0.92058"	"nabumetone,0.91653"	"sulfafurazole,0.91436"	"AS-605240,0.91125"	"BRD-K61105081,0.91006"	"eugenol,0.9097"	"PRIMA1,0.90966"	"GSK-461364,0.90608"	"nocodazole,0.90181"	"BRD-K76236182,0.90143"	"BRD-K92980438,0.899"	"BRD-K48950795,0.89818"	"BRD-K57064803,0.89575"	"AC-55649,0.88804"	"BRD-K42644990,0.88792"
YES1	"oxetane,0.96314"	"avicin-g,0.96153"	"fludarabine,0.95661"	"pizotifen,0.95435"	"FCCP,0.94504"	"staurosporine,0.93861"	"cytochalasin-b,0.93513"	"PD-0325901,0.93509"	"CHEMBL-1222381,0.93261"	"BRD-K21064560,0.93242"	"BRD-K89692698,0.93114"	"5-iodotubercidin,0.93063"	"BRD-K61717269,0.92964"	"VU-0418933-1,0.92813"	"mocetinostat,0.92804"	"MD-II-008-P,0.9275"	"VU-0410183-2,0.92718"	"ASN-05257430,0.9256"	"BRD-K88278225,0.91936"	"AZD-7762,0.91914"
YKT6	"PD-0325901,0.99454"	"AS-605240,0.98733"	"PD-184352,0.98413"	"MEK1-2-inhibitor,0.98137"	"PD-0325901,0.98092"	"PD-198306,0.96903"	"PP-1,0.96403"	"selumetinib,0.96148"	"atorvastatin,0.96003"	"ellipticine,0.9576"	"U0126,0.95154"	"PP-110,0.93974"	"U-0126,0.93934"	"PD-98059,0.93482"	"AZD-8055,0.93059"	"tyrphostin-AG-1478,0.92852"	"dasatinib,0.92782"	"KM-00927,0.92711"	"flutamide,0.92501"	"GDC-0879,0.92342"
YME1L1	"BRD-K73008154,0.98295"	"selamectin,0.97939"	"VU-0410183-2,0.97302"	"BRD-K28934562,0.97217"	"heliomycin,0.9685"	"VU-0418939-2,0.96846"	"FCCP,0.9662"	"staurosporine,0.96606"	"VU-0418946-1,0.96488"	"CCCP,0.96466"	"BRD-K37940862,0.96132"	"cyclosporin-a,0.96123"	"nonoxynol-9,0.96107"	"purvalanol-a,0.95969"	"AKT-inhibitor-IV,0.95879"	"CGK-733,0.95816"	"AG-879,0.95712"	"mevastatin,0.95634"	"oxetane,0.95594"	"cyclosporin-a,0.95537"
YTHDF1	"KUC111774N,0.94811"	"SSR-69071,0.93963"	"COL-3,0.92504"	"bortezomib,0.92064"	"BRD-K55896799,0.89675"	"phorbol-12-myristate-13-acetate,0.89351"	"M-3M3FBS,0.88703"	"obatoclax,0.8841"	"thiothixene,0.88355"	"SA-3676,0.88143"	"methylene-blue,0.8813"	"BRD-K19166598,0.87559"	"HA-1004,0.86868"	"BRD-K30836161,0.86607"	"BRD-K55844427,0.85454"	"ouabain,0.85287"	"penfluridol,0.85213"	"oxetane,0.84977"	"AZD-7545,0.84766"	"prostratin,0.84594"
